node_id,zero_rate,observations,avg_speed,traffic_regime,cusum_flags,ewma_flags,persistence_error,cusum_flag_rate,ewma_flag_rate,topology,road_type,density
37,0.11103695670309502,23974,55.95236352278461,free_flow,1018,3184,2.865521825231302,0.0424626678902144,0.1328105447568199,5.3190236,interstate,6
38,0.09022274130307834,23974,44.41850198826507,free_flow,1680,5445,3.7131115255812848,0.07007591557520647,0.22712104780178527,5.7731876,interstate,2
39,0.16263452073079168,23974,48.20233993572402,free_flow,1064,3822,3.417412398484602,0.04438141319763077,0.15942270793359473,5.766285,interstate,6
40,0.05560190206056561,23974,58.159108958646996,free_flow,1060,3156,2.5177469871461278,0.04421456577959456,0.13164261283056644,5.9297867,interstate,6
41,0.08692750479686327,23974,52.3155789969557,free_flow,968,2547,2.597218233112327,0.04037707516476183,0.1062400934345541,4.5902443,interstate,8
42,0.08738633519646284,23974,54.85658163407183,free_flow,1074,3915,3.344405347857004,0.04479853174272128,0.1633019104029365,4.5250587,interstate,5
43,0.05435054642529407,23974,51.76139377513471,free_flow,1271,4732,3.0022704159665032,0.053015767081004424,0.19738049553683157,3.1932728,arterial,6
44,0.07245349128222241,23974,61.509842789344546,free_flow,866,1836,2.2009264997397975,0.03612246600483857,0.0765829648786185,3.4232035,arterial,1
45,0.07245349128222241,23974,61.46601140984744,free_flow,858,1791,2.2788907559909477,0.035788771168766165,0.07470593142571119,1.5891383,arterial,1
46,0.10774172019687996,23974,54.832071169031,free_flow,831,2584,2.541426840055563,0.03466255109702177,0.107783432051389,1.2189673,arterial,1
47,0.055101359806456994,23974,50.66388170518061,free_flow,1219,3636,3.678852288391789,0.050846750646533746,0.15166430299491115,4.5773916,interstate,4
48,0.08972219904896972,23974,45.29157665513301,free_flow,1441,4857,2.758445558084751,0.06010678234754317,0.20259447735046301,5.156733,interstate,4
49,0.0666138316509552,23974,56.048922195473665,free_flow,971,2180,2.8973860736697556,0.04050221072828898,0.09093184282973221,2.2376528,arterial,3
50,0.054767664970384586,23974,55.76724525312475,free_flow,711,1399,3.3630338455284234,0.029657128555935598,0.05835488445816301,3.270173,arterial,3
51,0.07637440560607324,23974,46.794368982402894,free_flow,1054,3621,4.681789680222357,0.04396429465254025,0.15103862517727537,1.7809134,arterial,8
52,0.056477851005255694,23974,54.022849472510565,free_flow,1307,4305,3.2395460988822546,0.05451739384333027,0.17956953366146658,3.1537142,arterial,5
53,0.08984733461249687,23974,49.848361899332744,free_flow,809,2217,3.5419764433956886,0.03374489029782264,0.09247518144656712,4.328876,interstate,3
54,0.05560190206056561,23974,55.226432504260565,free_flow,1030,3099,2.9075942224446854,0.042963210144323014,0.1292650371235505,5.7200537,interstate,8
55,0.10432134812713774,23974,54.46249440531475,free_flow,809,2494,2.2756789928507204,0.03374489029782264,0.10402936514557437,5.9848857,interstate,4
56,0.08943021606740635,23974,35.48993191698414,congested,1482,5968,3.244196970660014,0.06181696838241428,0.24893634771001918,2.4290109,arterial,2
57,0.05597730875114708,23974,52.34295645679645,free_flow,1052,3228,2.1322409793148926,0.04388087094352215,0.13464586635521816,3.8894944,interstate,6
58,0.054851088679402686,23974,57.05726905205507,free_flow,738,1678,3.2077508239746497,0.030783348627679986,0.06999249186618837,4.4755545,interstate,8
59,0.05906398598481689,23974,56.838519374825374,free_flow,788,1874,2.6074210354868566,0.032868941353132564,0.07816801534996246,3.53892,arterial,0
60,0.05497622424292984,23974,51.46261459173364,free_flow,1158,3765,3.34322404165359,0.04830232752148161,0.1570451322265788,2.8290565,arterial,3
61,0.056477851005255694,23974,51.182314984752004,free_flow,1404,4595,4.277582592782393,0.058563443730708264,0.1916659714690915,2.6312385,arterial,6
62,0.0876783181780262,23974,55.29485370063601,free_flow,806,2549,4.800095606218907,0.03361975473429549,0.1063235171435722,3.836792,arterial,6
63,0.0553516309335113,23974,54.75765919031331,free_flow,1208,3195,3.453385231487551,0.05038792024693418,0.13326937515641946,3.6214921,arterial,3
64,0.06010678234754317,23974,59.53392107322615,free_flow,962,2407,2.457858877540616,0.04012680403770752,0.10040043380328689,2.391692,arterial,1
65,0.06002335863852507,23974,58.981964456203215,free_flow,719,1579,3.034151018100297,0.02999082339200801,0.06586301826979228,1.2534679,arterial,1
66,0.11391507466421957,23974,58.218150714861736,free_flow,866,2681,2.3548565178414185,0.03612246600483857,0.111829481938767,1.5699569,arterial,1
67,0.0609410194377242,23974,62.82664573128826,free_flow,772,1784,2.219055067593067,0.03220155168098773,0.07441394844414782,3.0652652,arterial,5
68,0.05443397013431217,23974,59.40670784553637,free_flow,1012,3154,2.363215887979173,0.04221239676316009,0.13155918912154835,4.5859175,interstate,6
69,0.05439225827980312,23974,55.996475960729946,free_flow,1203,3316,3.2686165468940556,0.05017936097438892,0.1383165095520147,4.0661435,interstate,5
70,0.06882455993993493,23974,55.16806391447878,free_flow,939,3340,2.185425712511305,0.039167431383999335,0.13931759406023192,3.5900002,arterial,5
71,0.0692833903395345,23974,56.08708417253612,free_flow,899,1971,3.1519170900750946,0.03749895720363727,0.08221406523734046,4.9181356,interstate,5
72,0.055101359806456994,23974,53.98126866274443,free_flow,1137,3073,4.127137600125002,0.04742637857679152,0.12818052890631518,2.3088005,arterial,4
73,0.05777091849503629,23974,48.8339097679894,free_flow,1452,3989,3.3665937205782455,0.06056561274714274,0.16638858763660633,2.4735792,arterial,3
74,0.05651956285976475,23974,59.47099180527582,free_flow,1104,3440,1.832561366083098,0.04604988737799282,0.14348877951113706,5.1320534,interstate,8
75,0.05672812213231,23974,44.83534849592349,free_flow,1003,3276,3.0693452960283696,0.04183699007257863,0.13664803537165263,3.633504,arterial,4
76,0.054225410861766916,23974,47.45194756290214,free_flow,1201,3675,3.724490039473981,0.050095937265370816,0.15329106532076417,2.427967,arterial,4
77,0.05614415616918328,23974,53.07027459311079,free_flow,1293,4063,2.61502990673759,0.053933427880203555,0.16947526487027614,5.5080566,interstate,7
78,0.054475681988821224,23974,60.64941770582152,free_flow,985,2762,2.3831741165363005,0.0410861766914157,0.11520814215400017,4.2279844,interstate,4
79,0.05426712271627596,23974,61.22418517878496,free_flow,940,2368,2.150778157819119,0.03920914323850838,0.09877367147743389,3.3422134,arterial,3
80,0.054767664970384586,23974,59.03623401211101,free_flow,795,1928,3.403513214050671,0.03316092433469592,0.08042045549345124,6.4104695,interstate,6
81,0.05505964795194794,23974,48.86509542083289,free_flow,1320,3855,3.1970416032712685,0.05505964795194794,0.16079919913239343,5.7020845,interstate,3
82,0.0553516309335113,23974,52.020610505958174,free_flow,1391,5068,3.423510721270795,0.058021189622090595,0.21139567865187286,4.0189047,interstate,3
83,0.07637440560607324,23974,57.72031236551238,free_flow,1085,2536,2.166067952583553,0.045257362142320845,0.10578126303495454,3.455214,arterial,1
84,0.0553516309335113,23974,48.24905951354708,free_flow,1208,4156,2.947339048519494,0.05038792024693418,0.17335446733961793,5.4822087,interstate,5
85,0.1006507049303412,23974,58.78871652954722,free_flow,889,2836,2.187747871040188,0.03708183865854676,0.11829481938766997,4.14094,interstate,6
86,0.05426712271627596,23974,56.82129595421495,free_flow,892,2035,2.982848615100221,0.03720697422207391,0.08488362392591975,2.5961277,arterial,3
87,0.05435054642529407,23974,56.43120098029479,free_flow,1138,3121,3.7102850177639533,0.047468090431300576,0.13018269792274964,4.399217,interstate,3
88,0.0553516309335113,23974,56.14828726490735,free_flow,1060,3685,2.0767230968469814,0.04421456577959456,0.15370818386585466,5.050152,interstate,4
89,0.05426712271627596,23974,59.772482209563,free_flow,919,2652,2.2809863959765937,0.038333194293818304,0.11061983815800451,3.5999427,arterial,4
90,0.06569617085175607,23974,62.524761332051526,free_flow,779,1755,2.1685836408754984,0.032493534662551095,0.07320430466338533,1.6620762,arterial,1
91,0.05443397013431217,23974,36.69513219347415,congested,1700,7040,2.8713548639332824,0.0709101526653875,0.29365145574372237,6.0069003,interstate,1
92,0.10828397430549762,23974,59.990887267423304,free_flow,838,2605,1.9953279246961988,0.034954534078585134,0.10865938099607908,1.4481485,arterial,3
93,0.054559105697839325,23974,57.02017531227613,free_flow,1080,3180,2.374097186634727,0.04504880286977559,0.13264369733878367,4.1596856,interstate,1
94,0.06849086510386251,23974,55.09283332406403,free_flow,1145,3472,2.336275806727129,0.04776007341286394,0.14482355885542672,5.240324,interstate,3
95,0.06999249186618837,23974,51.68180732499891,free_flow,1200,3998,3.420038275592209,0.05005422541086177,0.16676399432718778,2.2146902,arterial,2
96,0.13464586635521816,23974,57.193825238585184,free_flow,1156,3913,2.9159236825343857,0.0482189038124635,0.16321848669391842,5.5234118,interstate,2
97,0.05626929173271043,23974,58.287413116855426,free_flow,960,3637,2.493374899527398,0.04004338032868941,0.1517060148494202,4.337461,interstate,5
98,0.05589388504212897,23974,52.377480895308544,free_flow,1056,3226,2.5595974011528364,0.04404771836155835,0.13456244264620004,3.72856,arterial,6
99,0.05435054642529407,23974,63.06933404044858,free_flow,669,1471,1.9938875580821023,0.027905230666555435,0.06135813798281472,1.521704,arterial,1
100,0.05556019020605656,23974,51.51813431150943,free_flow,1215,3976,3.5843955786758404,0.05067990322849754,0.16584633352798867,3.3561628,arterial,4
101,0.07837657462250772,23974,52.37624675408942,free_flow,1078,2709,2.9630106888282413,0.04496537916075749,0.11299741386502044,3.7211235,arterial,3
102,0.054225410861766916,23974,53.10179400699965,free_flow,1151,3377,2.56150023967764,0.048010344539918245,0.1408609326770668,5.7157974,interstate,2
103,0.05505964795194794,23974,57.44369381313884,free_flow,1047,3182,2.7977979451283863,0.04367231167097689,0.1327271210478018,4.0864944,interstate,5
104,0.0553516309335113,23974,58.258871002448416,free_flow,990,2803,2.661287740952169,0.04129473596396096,0.11691832818887128,3.0835164,arterial,4
105,0.2295820472178193,23974,51.80882425868766,free_flow,1452,5116,2.2275630444886723,0.06056561274714274,0.21339784766830733,4.7835503,interstate,3
106,0.10928505881371486,23974,58.32280445019141,free_flow,851,2721,2.5364809065641216,0.0354967881872028,0.11349795611912905,4.292916,interstate,8
107,0.11274714273796613,23974,60.122053123688225,free_flow,874,2678,1.898510373672007,0.03645616084091099,0.11170434637523985,2.0841665,arterial,9
108,0.13481271377325435,23974,58.4469751125889,free_flow,1071,3326,2.1216527891988806,0.04467339617919413,0.1387336280971052,4.3354015,interstate,9
109,0.07541503295236507,23974,53.29893381520457,free_flow,1020,2241,2.777205133603732,0.042546091599232505,0.09347626595478435,4.4231997,interstate,2
110,0.09272545257362143,23974,58.5734345143747,free_flow,750,2313,2.494207497937581,0.0312838908817886,0.09647951947943606,4.0600724,interstate,3
111,0.06419454408943022,23974,58.2956974222074,free_flow,884,3281,2.871295755587071,0.0368732793860015,0.1368565946441979,4.345782,interstate,6
112,0.10498873779928256,23974,50.3273881857462,free_flow,1194,2663,3.5570922732431036,0.04980395428380746,0.11107866855760407,1.2027079,arterial,1
113,0.054559105697839325,23974,54.615116839539134,free_flow,1100,3120,3.57273191791107,0.04588303995995662,0.1301409860682406,3.7600636,arterial,3
114,0.11212146492033036,23974,57.100164480435815,free_flow,907,2806,2.971064056166667,0.03783265203970969,0.11704346375239844,4.797868,interstate,6
115,0.07762576124134479,23974,57.546376050907,free_flow,885,2910,2.327833625316315,0.03691499124051055,0.12138149662133979,4.210113,interstate,2
116,0.054475681988821224,23974,58.45714406546245,free_flow,887,2251,3.1019342548342714,0.03699841494952866,0.09389338449987486,3.1899176,arterial,2
117,0.055017936097438894,23974,58.78159730912192,free_flow,972,3071,2.3716036122466004,0.04054392258279803,0.12809710519729708,5.044758,interstate,2
118,0.05898056227579878,23974,61.97856111647406,free_flow,730,1649,2.151701794007,0.030449653791607575,0.06878284808542588,2.9736345,arterial,2
119,0.054767664970384586,23974,57.98230695687524,free_flow,1163,3685,2.014176700685001,0.04851088679402686,0.15370818386585466,6.3331237,interstate,6
120,0.08033703178443313,23974,53.84878482774328,free_flow,1081,3478,3.408812787927663,0.045090514724284644,0.14507382998248103,2.6204002,arterial,2
121,0.06210895136397764,23974,55.91703295302716,free_flow,789,1552,3.4919143390789755,0.03291065320764161,0.06473679819804788,2.1765454,arterial,1
122,0.05418369900725786,23974,59.38600269339403,free_flow,1046,2724,2.4964254595918063,0.04363059981646784,0.1136230916826562,4.0220704,interstate,3
123,0.05418369900725786,23974,63.62584691616977,free_flow,658,1467,1.9069891026124863,0.02744640026695587,0.06119129056477851,4.0180926,interstate,4
124,0.07608242262450989,23974,50.70412139606266,free_flow,1308,4296,3.1714339674859406,0.054559105697839325,0.17919412697088513,2.1115296,arterial,2
125,0.07616584633352799,23974,47.466576158563306,free_flow,1263,3815,3.463924145337343,0.05268207224493201,0.15913072495203137,2.5923848,arterial,6
126,0.05464252940685743,23974,54.40247669101844,free_flow,801,1460,4.73294201986014,0.033411195461750226,0.06089930758321515,1.0,arterial,1
127,0.10365395845499291,23974,50.97579431288658,free_flow,1412,5140,4.076365020438809,0.05889713856678068,0.21439893217652456,6.491796,interstate,8
128,0.06456995078001168,23974,57.4885397176306,free_flow,1115,3147,2.627504250636602,0.04650871777759239,0.131267206139985,5.805848,interstate,8
129,0.09735546842412614,23974,54.23811240285442,free_flow,891,2579,2.7534034390430904,0.037165262367564865,0.10757487277884374,2.5782452,arterial,3
130,0.05464252940685743,23974,54.25185857761252,free_flow,1018,3950,3.0579038502027993,0.0424626678902144,0.1647618253107533,3.539428,arterial,7
131,0.055017936097438894,23974,51.76804050949375,free_flow,1135,3920,3.169150408974802,0.04734295486777342,0.16351046967548177,3.3809235,arterial,10
132,0.06586301826979228,23974,62.12928066251667,free_flow,852,2013,2.3455346135562203,0.03553850004171186,0.08396596312672061,4.274353,interstate,7
133,0.08926336864937015,23974,51.37843786787538,free_flow,1055,2537,3.0433420597181335,0.044006006507049306,0.10582297488946359,3.1440427,arterial,2
134,0.07065988153833319,23974,53.694946824006436,free_flow,1256,4508,2.9982008783324794,0.05239008926336865,0.18803704012680403,3.187514,arterial,4
135,0.05556019020605656,23974,59.083632020005794,free_flow,693,1561,2.938507192315485,0.02890631517477267,0.06511220488862934,5.1354184,interstate,5
136,0.057103528822891464,23974,58.90082705338191,free_flow,871,2384,2.1783677522342324,0.036331025277383834,0.09944106114957871,5.072016,interstate,3
137,0.054934512388420786,23974,51.28142175518187,free_flow,1138,3597,3.6290498072647486,0.047468090431300576,0.15003754066905814,4.6237655,interstate,4
138,0.05722866438641862,23974,57.18586737815173,free_flow,1049,2685,2.7564630366759757,0.043755735379995,0.1119963293568032,5.0529175,interstate,3
139,0.07733377825978142,23974,51.27947791655245,free_flow,1300,4383,3.5072394896058032,0.054225410861766916,0.1828230583131726,2.8886743,arterial,1
140,0.11733544673396179,23974,50.36396461576761,free_flow,1287,4075,5.135753481615666,0.05368315675314925,0.16997580712438476,3.820488,arterial,3
141,0.05551847835154751,23974,54.04475680333589,free_flow,1210,3451,3.244103118987369,0.050471343955952284,0.14394760991073663,4.4260125,interstate,5
142,0.06340201885375824,23974,55.254429169960574,free_flow,1140,3266,2.878293581273893,0.047551514140318676,0.1362309168265621,5.9904733,interstate,7
143,0.0847584883623926,23974,54.18352209602731,free_flow,1062,2370,3.5854903658857937,0.04429798948861267,0.09885709518645198,3.3164363,arterial,4
144,0.05480937682489363,23974,38.8932355289659,congested,1792,9052,2.7604419006834124,0.07474764328022024,0.3775757070159339,5.0204263,interstate,3
145,0.055393342788020355,23974,60.25496354516334,free_flow,1092,3034,2.129689686975705,0.045549345123884206,0.12655376658046216,5.547139,interstate,4
146,0.08746975890548093,23974,50.99992140956937,free_flow,1308,4414,3.1717710058913027,0.054559105697839325,0.1841161258029532,2.6199532,arterial,8
147,0.0807958621840327,23974,55.73094188677946,free_flow,1035,2122,2.7312017417016583,0.043171769416868275,0.08851255526820723,1.4471858,arterial,3
148,0.0876783181780262,23974,51.53739123468414,free_flow,1362,3962,3.5801604516003445,0.0568115458413281,0.16526236756486193,3.4813929,arterial,2
149,0.09184950362893134,23974,54.22739215830377,free_flow,1231,4813,2.295509156083111,0.05134729290064236,0.20075915575206474,1.2279849,arterial,0
150,0.09293401184616668,23974,49.73928266865824,free_flow,1378,3818,3.828982124815111,0.057478935513472926,0.1592558605155585,3.0551455,arterial,1
151,0.05497622424292984,23974,51.93917726346399,free_flow,1128,2946,3.180046886110747,0.04705097188621006,0.12288312338366564,4.42841,interstate,4
152,0.07262033870025861,23974,56.87020070353994,free_flow,864,1836,2.6272725843208447,0.03603904229582047,0.0765829648786185,3.5539663,arterial,4
153,0.07245349128222241,23974,58.27617764813998,free_flow,875,1856,2.6059425654247126,0.03649787269542004,0.07741720196879953,1.9449584,arterial,4
154,0.05464252940685743,23974,52.83775515406241,free_flow,1108,3139,2.6725159597500467,0.04621673479602903,0.13093351130391256,7.9457984,interstate,7
155,0.05430883457078502,23974,48.89932550938119,free_flow,1449,5274,3.3572342259670203,0.06044047718361558,0.21998832068073745,7.123857,interstate,7
156,0.05418369900725786,23974,52.52976389104069,free_flow,649,1380,2.596344965643998,0.027070993576374405,0.05756235922249103,2.697467,arterial,4
157,0.05497622424292984,23974,56.48138504212898,free_flow,1121,3129,2.6944357875794016,0.0467589889046467,0.13051639275882207,6.870724,interstate,7
158,0.055101359806456994,23974,51.4975219185864,free_flow,1121,3984,4.2857400080245664,0.0467589889046467,0.16618002836406107,3.450265,arterial,7
159,0.054559105697839325,23974,50.26253759032603,free_flow,1616,5566,3.634167156615434,0.06740635688662718,0.2321681821973805,5.3577013,interstate,7
160,0.05451739384333027,23974,45.11029961691303,free_flow,1889,5384,3.684734073685646,0.07879369316759822,0.22457662467673312,5.2086315,interstate,6
161,0.054475681988821224,23974,59.54811270410669,free_flow,974,2673,2.5132184204846255,0.040627346291816135,0.11149578710269459,7.0211973,interstate,6
162,0.05443397013431217,23974,59.574115659027434,free_flow,1071,2936,2.3522179451019025,0.04467339617919413,0.12246600483857513,6.291674,interstate,5
163,0.05522649536998415,23974,48.74381783969671,free_flow,1797,6426,3.380519769432758,0.0749562025527655,0.26804037707516476,6.04986,interstate,5
164,0.05564361391507466,23974,52.881846024330585,free_flow,1120,3996,3.307803129316018,0.04671727705013765,0.16668057061816968,3.5854108,arterial,5
165,0.07624927004254609,23974,48.11341805805496,free_flow,1183,3423,4.4092027441103525,0.04934512388420789,0.14277967798448318,2.6509004,arterial,2
166,0.08179694669224993,23974,58.401273585405356,free_flow,816,2702,3.10352915393793,0.034036873279386,0.11270543088345708,4.9295144,interstate,7
167,0.05789605405856344,23974,62.39021679901904,free_flow,711,1627,2.1705125327570474,0.029657128555935598,0.06786518728622674,3.9850857,interstate,4
168,0.0937682489363477,23974,58.59125073988885,free_flow,764,2358,2.531238951324252,0.031867856844915325,0.09835655293234337,3.3931391,arterial,3
169,0.08980562275798783,23974,59.1637353329864,free_flow,1068,2176,2.492547730279231,0.044548260615666975,0.090764995411696,2.9984775,arterial,4
170,0.07574872778843747,23974,52.19635443357288,free_flow,936,2672,3.3740688325050554,0.03904229582047218,0.11145407524818554,2.7252746,arterial,5
171,0.09689663802452657,23974,59.43881177161502,free_flow,1148,2324,2.345931786551833,0.04788520897639109,0.09693834987903562,4.6157,interstate,3
172,0.05551847835154751,23974,52.148315999740454,free_flow,1240,3204,4.006094681275085,0.051722699591223824,0.1336447818470009,2.9491029,arterial,4
173,0.10690748310669893,23974,58.436107204762834,free_flow,840,2559,2.128519404619555,0.035037957787603234,0.10674063568866272,4.7386594,interstate,2
174,0.12388420789188287,23974,46.683462093855645,free_flow,1475,4513,3.1190865832164745,0.06152498540085092,0.1882455993993493,1.883775,arterial,0
175,0.05514307166096605,23974,57.76001552938965,free_flow,1100,3572,2.831969173615332,0.04588303995995662,0.14899474430633186,5.826709,interstate,5
176,0.060774172019687996,23974,59.17254318832174,free_flow,967,3203,2.337445460094997,0.040335363310252774,0.13360306999249186,5.034063,interstate,3
177,0.05852173187619922,23974,58.292405165119355,free_flow,687,1484,2.2745652035737125,0.028656044047718363,0.06190039209143239,2.9660478,arterial,3
178,0.05505964795194794,23974,60.57271520006462,free_flow,684,1552,2.49636909893125,0.02853090848419121,0.06473679819804788,6.5457716,interstate,9
179,0.05489280053391174,23974,52.96004644912941,free_flow,684,1414,2.719796992376662,0.02853090848419121,0.05898056227579878,1.6453925,arterial,9
180,0.10991073663135063,23974,51.60399377765066,free_flow,1030,2727,3.3405962113718433,0.042963210144323014,0.11374822724618336,1.8566871,arterial,1
181,0.09585384166180029,23974,54.511893456668005,free_flow,872,2744,2.6806575178665777,0.03637273713189288,0.11445732877283724,1.0,arterial,0
182,0.05439225827980312,23974,60.276966713940105,free_flow,859,2422,2.5189924336020106,0.03583048302327521,0.10102611162092266,1.0,arterial,0
183,0.09022274130307834,23974,61.56023685050339,free_flow,1048,2256,1.9744991432517505,0.043714023525485944,0.09410194377242012,1.1794798,arterial,3
184,0.055476766497038456,23974,60.2918956018491,free_flow,672,1480,2.493053089259396,0.02803036623008259,0.06173354467339618,4.2718353,interstate,3
185,0.058772003003253526,23974,58.64798639332822,free_flow,934,2424,2.7362477836439205,0.038958872111454074,0.10110953532994077,3.2307763,arterial,2
186,0.05460081755234838,23974,57.53639173919895,free_flow,1017,2893,3.1286827926020386,0.042420956035705344,0.12067239509468591,1.729321,arterial,2
187,0.05472595311587553,23974,41.7975832283916,free_flow,1911,6566,3.633395305231461,0.07971135396679736,0.27388003670643196,6.22999,interstate,5
188,0.05451739384333027,23974,58.31427386282229,free_flow,944,2560,2.902784100765247,0.03937599065654459,0.10678234754317177,6.1799135,interstate,5
189,0.06235922249103195,23974,58.21441814942378,free_flow,754,1597,2.7906380225402914,0.03145073829982481,0.0666138316509552,2.0894127,arterial,2
190,0.05505964795194794,23974,57.113751305978305,free_flow,1026,2895,3.51577591994502,0.04279636272628681,0.12075581880370401,2.9294627,arterial,6
191,0.05981479936597981,23974,46.092313316277824,free_flow,1621,6567,4.250251347028064,0.06761491615917244,0.27392174856094104,5.922317,interstate,5
192,0.05472595311587553,23974,55.19580747860447,free_flow,1064,2855,2.994005509937353,0.04438141319763077,0.11908734462334196,6.0691285,interstate,5
193,0.05589388504212897,23974,42.9391409807715,free_flow,1750,7753,3.9770219655950028,0.07299574539084008,0.32339200800867607,6.308557,interstate,5
194,0.11796112455159756,23974,49.38724395211214,free_flow,1140,2797,3.386314290878611,0.047551514140318676,0.11666805706181697,1.571127,arterial,1
195,0.0581880370401268,23974,59.04078085253734,free_flow,1023,2953,2.94926602033155,0.04267122716275966,0.12317510636522899,7.943045,interstate,6
